,abalone,aloi,annthyroid,arrhytmia,breastcancer,cardio,cover,http_all,http_logged,ionosphere,kdd99,kdd_finger,kdd_ftp,kdd_ftp_distinct,kdd_http,kdd_http_distinct,kdd_other,kdd_smtp,kdd_smtp_distinct,magicgamma,mammography,mnist,mulcross,musk,penglobal,pima_odds,satellite,satimages,shuttle_odds,smtp_all,spambase,thyroid,vertebral,vowels_odds,wbc,wikiqoe,wine,yeast,mean,var
kendall_weighted_kendall_gap,0.17874124649194817,0.0024137466348730374,-0.006322652772709214,0.08828931840742904,0.07369321843114252,0.02357846775169503,0.061763115352088546,0.04916119638294836,0.3091933542089893,0.05645155472055263,0.2943380692824191,-0.17818590382796584,-0.0258151048468368,-0.011513812589177164,0.007635585996674243,0.15461162657195315,-0.08311800360555421,0.23842208785905622,0.04317429742384671,0.020784989967978063,0.06167855740746604,0.012793773527618624,0.026702542592939915,0.22654596938898441,0.2102226157143594,0.06822866266979088,0.44927371320955745,0.5719012396213606,-0.0095693826291402,0.0511816323125025,-0.005987621233062623,0.20486466992008923,-0.009655059924890907,0.10663630764085073,0.17403843653274276,0.015527200418709405,0.07076435402205106,0.06729910900167607,0.09446692415881464,0.019760486439784505
kendall_rbo_gap,0.37077037497694953,0.0014943512440866447,-0.05224196745035581,0.1308718059699976,0.0970576379501481,0.12192066531082824,0.04256844351155645,0.494769022269053,0.12021468181037609,0.09251114176172082,0.2776674633741046,0.06553309364904458,-0.08939212895245507,0.053124801617632944,0.007088685359392555,-0.08090860256188359,-0.1593515527701992,-0.42659291715279496,0.02981525667690456,0.01103796940264079,0.04528291916893688,-0.045053384486947345,0.19548102577633963,0.18390688314079862,-0.043632463190375614,0.051544378981227434,0.17031514820351612,0.2171364120141629,0.02889719962314996,0.09211414141992058,-0.09031562239635954,0.2279775135268316,-0.07780554006919557,0.07825787462623437,0.2979363149849278,0.012247804358953868,0.08046768600002145,0.04721147963113889,0.06789284203447447,0.024193224156036187
kendall_weighted_rbo_gap,0.1617016071896551,0.002377288419467556,-0.028314178153116654,-0.05342358494984861,0.12554133932373646,0.2716048702908338,-0.22123594571729102,0.7209555560352947,0.15105224717814159,0.1505788546330037,0.31019307295334964,-0.0766901484041787,-0.3502754528985089,-0.020582052461026124,0.002261512113896247,-0.08090860256188359,-0.3650838913396972,-0.42659291715279496,0.02981525667690456,0.03853072408651681,0.07267053832861871,0.192318658947308,0.03998185577285274,0.5185621322453452,0.1301140677647169,0.059773475763596984,0.24467986157174593,0.45715873545996033,-0.008233084033319571,0.2602873007351941,0.01083522194796055,0.003831229937813485,-0.011683182826075458,0.0646612635482706,0.21858590874846323,0.012247804358953868,0.0740409468158886,0.09387871478397783,0.07303202645088754,0.04781346974497433
kendall_Spearmanr_gap,0.2387637345652869,0.0018696718286417002,-0.04203701065616544,0.1460067129537515,0.06490829370154294,0.2839481465936623,0.06160448395728861,0.6919294823837636,0.9464608426479629,0.1971441965432279,0.2690263688263592,-0.0739376889350723,-0.08839800023754885,-0.011513812589177164,0.00932392382120717,0.15861250631030888,-0.10805635595083374,0.052781120116090485,0.05115779341980664,0.049664616575524345,0.02813008141545656,0.19031609726057414,0.011087730680000685,0.5904649649296283,0.21181675359717023,0.06822866266979088,0.14892810294156533,0.5256596535697236,-0.0095693826291402,0.03648724940454395,-0.012035688799358957,0.34690809893879393,-0.019759421582650635,0.09783543979026094,0.3519996877948583,0.020583719361085787,0.07985739649059509,0.10743706935551822,0.14930619055431701,0.049303876796284056
weighted_kendall_rbo_gap,0.1972560695129226,0.00427170091499806,0.005908216670898914,0.1724387709782286,0.07850915392017943,0.01674671817273521,0.04256844351155645,0.05775104483283,0.002934269814012125,0.018903588285710482,0.2915626205595044,-0.016049561238556886,-0.009267214562932113,0.1399790958632834,0.011688595286371228,-0.049615712209266305,-0.2156867526186026,-0.04149226053990723,0.043244529545972195,0.08110369229782444,0.04528291916893688,-0.07012514320713648,0.25331294623835654,0.11930121820495265,0.07465410636742775,0.051544378981227434,0.17031514820351612,0.2171364120141629,0.02889719962314996,0.10949638312598242,-0.10381659672674093,0.09374969879142914,-0.06217696377365964,0.08451118923397516,0.22622689734926116,0.01590174554805776,0.05586752373577748,0.04381899558902294,0.05754350177540689,0.010228658684587718
weighted_kendall_weighted_rbo_gap,-0.021804144446945728,0.0031963311635654565,0.058948114019943154,-0.012086037248550008,0.07067627928168141,0.14712570623791754,-0.22123594571729102,0.04300497776339118,-0.006603823101599793,0.03915290586417064,0.3146959571713304,-0.10533249579808718,-0.2456365686734091,0.11191706401394325,0.007760660620158899,-0.049615712209266305,-0.3395455562814551,-0.04149226053990723,0.043244529545972195,0.10461876175803297,0.07267053832861871,0.04442849390868636,0.02008307794381181,0.3673277479447945,0.15516762187662775,0.059773475763596984,0.24467986157174593,0.45715873545996033,-0.008233084033319571,0.2537063433039103,0.021906457175552174,-0.018743047944023927,-0.01633714716293376,0.06973518029015234,0.16055914852813602,0.01590174554805776,0.015485206861554357,0.07475290723594832,0.04976347384274925,0.02225559572886988
weighted_kendall_Spearmanr_gap,-0.039414496989527814,0.0024137466348730374,-0.006322652772709214,0.08828931840742904,0.034302958107442216,0.02357846775169503,0.06160448395728861,0.04916119638294836,0.3091933542089893,0.05645155472055263,0.3590247990498451,-0.15431285630387143,-0.0258151048468368,0.13024203133941198,0.007635585996674243,0.15461162657195315,-0.18734001625814145,0.11419341517399179,0.04317429742384671,0.020784989967978063,0.02813008141545656,0.012793773527618624,0.18075608917622965,0.22654596938898441,0.2102226157143594,0.06822866266979088,0.14892810294156533,0.5256596535697236,-0.0095693826291402,0.0511816323125025,-0.005987621233062623,0.20486466992008923,-0.009655059924890907,0.10663630764085073,0.17403843653274276,0.015527200418709405,0.07076435402205106,0.06729910900167607,0.08178477086813392,0.01671672012768354
rbo_weighted_rbo_gap,0.12126150817554088,0.003588962228219264,-0.04603244906133502,0.028974772338421495,0.14286519795521835,0.2920593602318334,-0.5931480461650441,0.6912625315297141,-0.016253948360918646,0.11241177737524333,0.2688902973615029,0.10624006361319627,0.10310125473001874,0.19991264297177597,0.0021689538239492157,0.08383272269808395,-0.13320803260750802,-0.4273519042544934,0.04327961894668204,0.16930850975427258,0.0802845903032302,-0.005202693680895432,0.4058922823212032,0.24371462738811434,-0.004770829237117136,0.06151017406742004,0.1675598617426839,0.16413180714699804,-0.017819449346705096,0.23767459590728202,-0.02472331556643914,-0.050739873731770024,-0.07813290025429451,0.06004265477536534,0.2288692259047359,0.017138291108231993,0.07518350534667366,0.06972500006084206,0.07325003546157717,0.04096112327306491
rbo_Spearmanr_gap,0.2667454812496351,0.0014943512440866447,-0.05224196745035581,0.1308718059699976,0.0903465586364105,0.12192066531082824,0.040951386611625645,0.494769022269053,0.12021468181037609,0.09251114176172082,0.2593118442574553,0.13833485187419378,-0.08939212895245507,0.1399790958632834,0.007088685359392555,-0.08090860256188359,-0.24431335978120172,-0.5506805037185749,0.02981525667690456,0.01103796940264079,1.2669531968240166e-05,-0.045053384486947345,0.39016163224411754,0.18390688314079862,-0.043632463190375614,0.051544378981227434,0.09691333398131308,0.1706213585553954,0.02889719962314996,0.09211414141992058,-0.09031562239635954,0.2279775135268316,-0.07780554006919557,0.07825787462623437,0.2979363149849278,0.012247804358953868,0.08046768600002145,0.04721147963113889,0.06392946042884877,0.029555730903642753
weighted_rbo_Spearmanr_gap,-0.05118296577666276,0.002377288419467556,-0.028314178153116654,-0.05342358494984861,0.09730961464273868,0.2716048702908338,-0.4115531180261389,0.7209555560352947,0.15105224717814159,0.1505788546330037,0.27321740027148966,-0.05033857823189353,-0.3502754528985089,0.11191706401394325,0.002261512113896247,-0.08090860256188359,-0.2814866641865218,-0.5506805037185749,0.02981525667690456,0.03853072408651681,0.022912955699523146,0.192318658947308,0.15372826865967537,0.5185621322453452,0.1301140677647169,0.059773475763596984,0.14883460518204006,0.45447850580778315,-0.008233084033319571,0.2602873007351941,0.01083522194796055,0.003831229937813485,-0.011683182826075458,0.0646612635482706,0.21858590874846323,0.012247804358953868,0.0740409468158886,0.09387871478397783,0.06291135615647887,0.052403196915631355
best_tree_gap/%,-22.894774147861693,-17.917858220916962,-113.30555054452864,2.1977052289784393,2.969848329210757,3.2681628350360383,-851.7834734943998,-27.512334774277004,-2.1989311595748675,-0.6300988573479738,-22.939271648444066,-137.53536908118485,-77.93912007002781,-118.25983768886519,-3.291980596381233,-10.223828243811003,-114.51380554379982,-229.25921131920677,-637.6348896675843,-0.09919723592358087,-181.9344721336833,-19.498102822164558,-56.37786481548217,-0.04157323321731215,-1.3855880307295885,-10.693424701790196,15.223797801447859,19.49680527516489,-3.2124078419710433,-11.576402009046257,-52.928991020494465,-24.828312176033656,-242.23769791931664,-42.66070466499976,-12.602213072034315,9.073453191617649,-50.92031458364402,-38.52743156323985,-81.18777000580337,29135.927149643026
kendall_gap/%,83.8677053472602,5.546579668668229,-13.024150865602408,36.576270412411525,16.360384130012836,43.92729536422838,81.27232527527919,92.70900943552579,97.66905441276627,24.09384640664164,57.0319641550895,-44.77962081305105,-16.40404439670937,4.1728755357522695,1.6846086660896962,20.585739272251484,4.060705984915789,94.90422678973508,61.20887150775691,7.962504132753903,42.439877535752196,51.366911467880215,-11.070313257606013,59.07104403065651,34.788361046431014,13.822696514326527,68.76649065606448,62.915016022639804,-1.0227843755440769,4.507239998549669,-2.9400044185597203,64.45505531888229,-21.00937200272767,58.19793065418857,60.734584074866795,16.293411306457894,92.20106204761075,46.34943778483271,34.191915653328365,1348.0124818029406
weighted_kendall_gap/%,20.78596102617102,8.952296884673812,31.51345414583731,45.473796038279865,9.406147365330545,18.639282684923018,81.27232527527919,-5.028791741602108,28.92245577629714,9.734054788852397,65.11708622410877,-64.29442484529324,-1.2858051552013237,31.92097451422041,4.01389870786727,27.917077738032088,-49.610273776702584,94.87745576933723,61.29228859468615,17.89140232343726,42.439877535752196,-3.6791190681553134,37.84359831284195,35.99500588691613,43.51509376400559,13.822696514326527,68.76649065606448,62.915016022639804,-1.0227843755440769,19.117767359553806,3.762433414671261,27.044182771059255,-24.35008222133371,72.43952998821203,39.93096244611312,14.656679188651585,41.46007770043528,29.162543139784137,25.298174509856,1042.7930108563005
rbo_gap/%,94.2685371928036,10.077005137587937,11.520724372967475,58.410640068259625,17.78223703630061,47.55069031971708,12.798536779833453,86.43495232476762,10.81181913496904,22.46199456984029,53.33678011967006,71.18897661147993,48.33115217667749,54.687414732397585,2.2512833396160112,10.88034362542288,-57.90729462356067,-169.98786409179687,51.782855708285844,27.51422489416621,53.447801762128556,-17.459488691567305,79.11194889904084,11.757078075568314,5.715435872831331,21.4606959264573,36.74714593926575,27.357832645802617,38.716106556309725,23.58440180240641,-27.711658051059175,66.67865794905325,-112.32282883197082,55.361380965570405,65.49378164987658,13.566120933622368,93.03503052499279,46.91453783657054,24.885499768271174,2613.5379439121934
weighted_rbo_gap/%,0.994839620066258,10.723060874351527,31.87445481493414,3.553934308628273,21.931497930263593,66.21481464205291,-823.570273617457,98.85529014031846,10.366295465325807,27.390375985379844,56.939813869288095,29.089604558337207,9.910272517304858,60.050289662465076,0.5539638109381501,10.88034362542288,-53.05511657720573,-169.98786409179687,51.782855708285844,39.93632038382978,70.45494316807996,73.23607139023866,49.990312033239285,74.92602063418782,38.8302246134868,16.999735959796926,50.12594261456793,62.4215055991182,-0.30077791780868224,88.142726914969,4.784646923194184,-2.3239681386868,-22.80635119631529,47.17063029647082,47.411719784819866,13.566120933622368,77.68061912167721,48.79208666087814,5.8825521849018285,20671.768915763463
Spearmanr_gap/%,46.0150766420206,5.546579668668229,-13.024150865602408,36.576270412411525,5.646598492970798,43.92729536422838,82.80476514271258,92.70900943552579,97.66905441276627,24.09384640664164,49.87004150308677,-4.110727552607274,-16.40404439670937,31.92097451422041,1.6846086660896962,20.585739272251484,49.13089819267169,-193.46351874821414,61.20887150775691,7.962504132753903,7.261476982443445,51.366911467880215,36.14003918126359,59.07104403065651,34.788361046431014,13.822696514326527,36.805006379589805,64.72251517557388,-1.0227843755440769,4.507239998549669,-2.9400044185597203,64.45505531888229,-21.00937200272767,58.19793065418857,60.734584074866795,16.293411306457894,92.20106204761075,46.34943778483271,27.68669219395699,2288.8926269224303
kendall_weighted_kendall_gap/%,42.32916148113826,7.160635254385489,-1.9589210150105327,22.117435008762406,7.662093621283146,3.6476318989565786,81.27232527527919,6.586922418201967,31.90689057120972,6.899189084447046,39.738612450554086,-68.43688147516322,-4.790517035173152,-2.821916354044281,1.379566648905245,20.066479668646878,-18.912071542793925,94.83720808070218,51.6568414467768,3.332363761786002,42.439877535752196,3.453079595434915,4.187785399050426,22.66401518731829,34.52654302078757,13.822696514326527,68.76649065606448,62.915016022639804,-1.0227843755440769,6.322425069433836,-1.462619479061615,38.063578431801425,-10.265824068897162,63.43317360871852,30.028867701770256,12.290833275648213,81.70249573205943,29.033515939697836,21.6992688162066,988.5775306065361
kendall_rbo_gap/%,87.80513386163764,4.433151369843126,-16.18590986772584,32.78481151777955,10.09135880433156,18.861348948250264,56.01460301688902,66.29222647938415,12.4054305998565,11.30618744854206,37.48791226378759,25.169670924645526,-16.5885251715181,13.020339295002376,1.2807548642187172,-10.500832727292341,-36.2577039355638,-169.6859616198376,35.67312217576761,1.769667885225398,31.158341322659037,-12.160049757119586,30.657477005729017,18.398333917822942,-7.166108709694514,10.442565921673834,26.068685309573052,23.88723768113219,3.0885591492114375,11.37878435386314,-22.061747635449898,42.35791349577494,-82.72739808447284,46.55211210176565,51.40640403622656,9.694968655603384,92.90568483020112,20.36750956648257,12.090159455110669,1915.3643240798478
kendall_weighted_rbo_gap/%,38.293866563131715,7.052478093740415,-8.77246317341666,-13.383189375306696,13.052890289199858,42.01776804235245,-291.11808302447736,96.59810305640372,15.587681480341997,18.402894222757862,41.879198096907146,-29.45482489858845,-65.0007247334077,-5.044448134770076,0.4086008185600122,-10.500832727292341,-83.06855762445883,-169.6859616198376,35.67312217576761,6.177457331425121,50.003256832826594,51.90740914701551,6.270392838049895,51.87777152899602,21.36967491828859,12.109729001803773,37.451056938763,50.29216090770453,-0.8799595583291308,32.153076818174505,2.6467617212548697,0.7118373377172001,-12.42224288510634,38.4640958333901,37.71515916855487,9.694968655603384,85.48555589637307,40.50022656334255,4.064892276933032,4403.435550967516
kendall_Spearmanr_gap/%,56.543572760129216,5.546579668668229,-13.024150865602408,36.576270412411525,6.748699998815545,43.92729536422838,81.0635867386371,92.70900943552579,97.66905441276627,24.09384640664164,36.32127721648092,-28.39767201272217,-16.40404439670937,-2.821916354044281,1.6846086660896962,20.585739272251484,-24.58636451488611,20.994758145651712,61.20887150775691,7.962504132753903,19.355790091779998,51.366911467880215,1.7388994508181068,59.07104403065651,34.788361046431014,13.822696514326527,22.79515292847696,57.82796615144669,-1.0227843755440769,4.507239998549669,-2.9400044185597203,64.45505531888229,-21.00937200272767,58.19793065418857,60.734584074866795,16.293411306457894,92.20106204761075,46.34943778483271,28.60355021224255,1130.9954579796636
weighted_kendall_rbo_gap/%,46.713806597087064,12.672453573295106,1.8305180141815987,43.19778857621034,8.162820138276562,2.5907477980757836,56.01460301688902,7.737843662728634,0.3027989592519088,2.3102894260974582,39.36389883826064,-6.164246983711755,-1.7197198886360836,34.30742829809782,2.1118478970248376,-6.439442507445187,-49.07580932421878,-16.50438590609139,51.74087222002809,13.00298944462776,31.158341322659037,-18.926996058885734,39.72731263156615,11.935081557862809,12.261041498388055,10.442565921673834,26.068685309573052,23.88723768113219,3.0885591492114375,13.52599841797024,-25.35968303805824,17.418567165813673,-66.11018224682786,50.27192948777949,39.03354745320789,12.587311173459065,64.50304228256968,18.903957656612693,13.330879453045709,733.4746927911809
weighted_kendall_weighted_rbo_gap/%,-5.163615949687395,9.482255214297457,18.26364715888447,-3.0276838487383047,7.348413872929036,22.76061467952526,-291.11808302447736,5.762074012954885,-0.6814747412454099,4.785046259569596,42.48713294979348,-40.45565544498163,-45.58285444405754,27.429714596400018,1.402164623606724,-6.439442507445187,-77.2577489096903,-16.50438590609139,51.74087222002809,16.773054546694414,50.003256832826594,11.991389830436159,3.149648401022439,36.74804579661195,25.484420664977698,12.109729001803773,37.451056938763,50.29216090770453,-0.8799595583291308,31.34013654322626,5.351175322391438,-3.4824329433994308,-17.370609801187264,41.48234213884142,27.703129983894105,12.587311173459065,17.87877618612835,32.249159847266434,2.528757437492271,3030.8938350306507
weighted_kendall_Spearmanr_gap/%,-9.334066090015304,7.160635254385489,-1.9589210150105327,22.117435008762406,3.566576166730477,3.6476318989565786,81.0635867386371,6.586922418201967,31.90689057120972,6.899189084447046,48.471974367306316,-59.26782326820887,-4.790517035173152,31.92097451422041,1.379566648905245,20.066479668646878,-42.62599721614818,45.42274070976144,51.6568414467768,3.332363761786002,19.355790091779998,3.453079595434915,28.348151057413222,22.66401518731829,34.52654302078757,13.822696514326527,22.79515292847696,57.82796615144669,-1.0227843755440769,6.322425069433836,-1.462619479061615,38.063578431801425,-10.265824068897162,63.43317360871852,30.028867701770256,12.290833275648213,81.70249573205943,29.033515939697836,18.372093158336547,803.2311395629811
rbo_weighted_rbo_gap/%,28.716919355488884,10.647036887281477,-14.262040804751027,7.258495768779211,14.854101167787217,45.182114885048065,-780.5066287462079,92.61964721784994,-1.6773095043672415,13.738330348379426,36.30290619427273,40.80423021806391,19.132531905730428,48.99652067574483,0.3918777628644516,10.88034362542288,-30.30919576345159,-169.98786409179687,51.782855708285844,27.14447028054131,55.24234553619255,-1.404223339737527,63.656476441363615,24.38159474385431,-0.7835514763262675,12.461573119090286,25.6469571401014,18.0561862102537,-1.9045590587118806,29.359747933726727,-6.0392602549385295,-9.427399874084097,-83.07546656810011,35.71669188998671,39.48945901043469,13.566120933622368,86.8047212413433,30.080069865582825,-5.6963993004047335,18091.476876493132
rbo_Spearmanr_gap/%,63.17015670296545,4.433151369843126,-16.18590986772584,32.78481151777955,9.39358879107368,18.861348948250264,53.88676387518409,66.29222647938415,12.4054305998565,11.30618744854206,35.00971827364282,53.131059518259185,-16.5885251715181,34.30742829809782,1.2807548642187172,-10.500832727292341,-55.58930121769292,-219.04430913304185,35.67312217576761,1.769667885225398,0.008717671225921436,-12.160049757119586,61.18942348260125,18.398333917822942,-7.166108709694514,10.442565921673834,14.833696429876614,18.770103583661353,3.0885591492114375,11.37878435386314,-22.061747635449898,42.35791349577494,-82.72739808447284,46.55211210176565,51.40640403622656,9.694968655603384,92.90568483020112,20.36750956648257,10.344105569475609,2511.607273990766
weighted_rbo_Spearmanr_gap/%,-12.121052448526633,7.052478093740415,-8.77246317341666,-13.383189375306696,10.117557538083625,42.01776804235245,-541.5510322884754,96.59810305640372,15.587681480341997,18.402894222757862,36.88710879501969,-19.33382629082942,-65.0007247334077,27.429714596400018,0.4086008185600122,-10.500832727292341,-64.04744700920818,-219.04430913304185,35.67312217576761,6.177457331425121,15.765982129669071,51.90740914701551,24.109352009216675,51.87777152899602,21.36967491828859,12.109729001803773,22.780842024861375,49.99730809076935,-0.8799595583291308,32.153076818174505,2.6467617212548697,0.7118373377172001,-12.42224288510634,38.4640958333901,37.71515916855487,9.694968655603384,85.48555589637307,40.50022656334255,-4.563548490185712,10208.237806807767
